"Country or Area","Year","Item","Value"
"Cuba","2001","Gross Domestic Product (GDP)","2837.7290607951"
"Cuba","2000","Gross Domestic Product (GDP)","2747.13452562951"
"Curaçao","2015","Gross Domestic Product (GDP)","19718.2978394878"
"Curaçao","2014","Gross Domestic Product (GDP)","19936.6630241314"
"Curaçao","2013","Gross Domestic Product (GDP)","20074.8509751577"
"Curaçao","2012","Gross Domestic Product (GDP)","20224.4980133871"
"Curaçao","2011","Gross Domestic Product (GDP)","19950.100950379"
"Curaçao","2010","Gross Domestic Product (GDP)","19782.1784556573"
"Curaçao","2009","Gross Domestic Product (GDP)","19737.3076343509"
"Curaçao","2008","Gross Domestic Product (GDP)","20095.2904982765"
"Curaçao","2007","Gross Domestic Product (GDP)","18989.0736021945"
"Curaçao","2006","Gross Domestic Product (GDP)","18504.4929729075"
"Curaçao","2005","Gross Domestic Product (GDP)","18017.6535926471"
"Cyprus","2015","Gross Domestic Product (GDP)","23398.0774670442"
"Cyprus","2014","Gross Domestic Product (GDP)","27126.2474447553"
"Cyprus","2013","Gross Domestic Product (GDP)","27719.9906297981"
"Cyprus","2012","Gross Domestic Product (GDP)","28912.4288403132"
"Cyprus","2011","Gross Domestic Product (GDP)","32353.3116887423"
"Cyprus","2010","Gross Domestic Product (GDP)","30993.0709126792"
"Cyprus","2009","Gross Domestic Product (GDP)","32107.3204482557"
"Cyprus","2008","Gross Domestic Product (GDP)","35398.71962278"
"Cyprus","2007","Gross Domestic Product (GDP)","31353.2026557962"
"Cyprus","2006","Gross Domestic Product (GDP)","27172.2979774682"
"Cyprus","2005","Gross Domestic Product (GDP)","25311.439204395"
"Cyprus","2004","Gross Domestic Product (GDP)","23773.1866092918"
"Cyprus","2003","Gross Domestic Product (GDP)","20240.233233957"
"Cyprus","2002","Gross Domestic Product (GDP)","16041.793266896"
"Cyprus","2001","Gross Domestic Product (GDP)","14815.6372263245"
"Cyprus","2000","Gross Domestic Product (GDP)","14363.9922744832"
"Czechia","2015","Gross Domestic Product (GDP)","17736.6294706142"
"Czechia","2014","Gross Domestic Product (GDP)","19767.415661924"
"Czechia","2013","Gross Domestic Product (GDP)","19995.7452163925"
"Czechia","2012","Gross Domestic Product (GDP)","19738.3929658359"
"Czechia","2011","Gross Domestic Product (GDP)","21725.487537563"
"Czechia","2010","Gross Domestic Product (GDP)","19842.4129264694"
"Czechia","2009","Gross Domestic Product (GDP)","19777.9587358625"
"Czechia","2008","Gross Domestic Product (GDP)","22715.674416338"
"Czechia","2007","Gross Domestic Product (GDP)","18361.9035015995"
"Czechia","2006","Gross Domestic Product (GDP)","15173.3243838614"
"Czechia","2005","Gross Domestic Product (GDP)","13369.1892440891"
"Czechia","2004","Gross Domestic Product (GDP)","11701.2921760513"
"Czechia","2003","Gross Domestic Product (GDP)","9775.28451436414"
"Czechia","2002","Gross Domestic Product (GDP)","8017.37354226141"
"Czechia","2001","Gross Domestic Product (GDP)","6601.95139305519"
"Czechia","2000","Gross Domestic Product (GDP)","6008.48025307629"

